Gender,Education Level,Marital Status,Income,Credit Score,Employment Status,Debt-to-Income Ratio,Risk Rating
Female,Master's,Widowed,,677,Employed,0.58032295,High
Female,Bachelor's,Widowed,110576,722,Unemployed,0.353610091,Low
Female,Bachelor's,Widowed,62987,730,Self-employed,0.286519129,Low
Male,Bachelor's,Divorced,98821,770,Self-employed,0.323437776,High
Male,PhD,Divorced,46897,675,Self-employed,0.410679951,Low
Male,Master's,Widowed,62427,694,Employed,0.505040598,Low
Non-binary,High School,Single,79090,677,Self-employed,0.365511847,Low
Non-binary,PhD,Married,76389,687,Unemployed,0.182989567,High
Non-binary,PhD,Single,57471,632,Unemployed,0.150864621,High
Male,High School,Single,68957,637,Employed,0.106281024,High
Male,High School,Single,99183,601,Self-employed,0.17666789,Low
Non-binary,Master's,Single,,670,Unemployed,0.282093325,High
Non-binary,Bachelor's,Divorced,111149,,Self-employed,0.195608527,Low
Male,PhD,Divorced,112057,,Employed,0.533201758,Low
Non-binary,PhD,Married,41698,720,Employed,0.171839385,Low
Non-binary,Master's,Widowed,76049,799,Employed,0.278620979,Low
Male,High School,Single,32770,707,Unemployed,0.231359594,High
Female,PhD,Married,44524,659,Employed,0.534816634,Low
Male,Bachelor's,Single,74895,681,Self-employed,0.201733352,Low
Non-binary,High School,Single,88354,733,Employed,0.117135615,Low
Female,Bachelor's,Married,29088,,Self-employed,0.350045211,Low
Female,PhD,Widowed,55447,614,Employed,0.398712016,Low
Female,Bachelor's,Divorced,34988,716,Employed,0.132421715,Low
Female,Master's,Divorced,86778,,Unemployed,0.270286879,Low
Non-binary,PhD,Widowed,34425,679,Unemployed,0.411886576,Low
Male,High School,Widowed,35804,,Self-employed,0.143959066,High
Non-binary,PhD,Single,41200,741,Self-employed,0.587535556,Low
Male,PhD,Widowed,,771,Unemployed,0.21140212,Low
Non-binary,Bachelor's,Widowed,83027,622,Self-employed,0.562423381,High
Non-binary,Master's,Single,,777,Unemployed,0.314785932,Low
Male,High School,Widowed,106916,703,Unemployed,0.245849448,Low
Non-binary,High School,Divorced,71312,,Employed,0.297193912,Low
Non-binary,High School,Widowed,47617,,Self-employed,0.242741234,Low
Female,High School,Widowed,72955,607,Self-employed,0.233504728,Low
Non-binary,Bachelor's,Widowed,,653,Unemployed,0.56327453,Low
Non-binary,PhD,Divorced,104480,775,Employed,0.512945859,High
Female,Master's,Married,62912,776,Employed,0.174544036,Low
Female,High School,Married,53000,629,Unemployed,0.555361989,High
Male,High School,Married,27717,629,Employed,0.561941881,Low
Non-binary,High School,Divorced,72536,767,Unemployed,0.566768446,High
Male,Master's,Divorced,64828,789,Self-employed,0.241227782,High
Female,High School,Divorced,38226,,Unemployed,0.286216555,High
Non-binary,Bachelor's,Married,77600,634,Employed,0.577117303,High
Male,PhD,Divorced,105997,651,Employed,0.357251495,Low
Female,PhD,Widowed,32318,738,Self-employed,0.11963685,Low
Non-binary,Master's,Married,104731,,Employed,0.530576061,Low
Non-binary,High School,Married,27447,,Self-employed,0.587173495,High
Female,PhD,Divorced,101478,,Unemployed,0.537395669,Low
Non-binary,Master's,Divorced,33156,774,Self-employed,0.135872008,Low
Female,High School,Widowed,,,Unemployed,0.140189028,High
Female,High School,Widowed,,,Self-employed,0.218245284,High
Male,Master's,Divorced,110351,,Self-employed,0.512899385,High
Male,Master's,Married,89833,625,Unemployed,0.205846084,High
Male,Master's,Single,95186,704,Unemployed,0.541979045,High
Female,Bachelor's,Divorced,,706,Employed,0.574803771,High
Female,Master's,Married,69339,611,Unemployed,0.499842651,High
Non-binary,Master's,Single,73790,,Employed,0.323533999,Low
Non-binary,Master's,Single,98731,746,Unemployed,0.324386012,Low
Non-binary,High School,Divorced,30273,795,Employed,0.501425578,Low
Male,Master's,Married,49665,674,Employed,0.338376189,High
Male,PhD,Single,53709,712,Unemployed,0.377910241,Low
Non-binary,High School,Divorced,35839,,Self-employed,0.579058814,Low
Male,PhD,Widowed,59137,699,Unemployed,0.117507816,High
Female,Bachelor's,Widowed,90784,624,Self-employed,0.424968815,High
Male,Bachelor's,Married,81040,,Unemployed,0.431968537,Low
Female,High School,Married,27282,632,Unemployed,0.233079994,Low
Female,Master's,Widowed,85951,662,Employed,0.313649939,High
Female,High School,Divorced,71055,773,Employed,0.34186282,High
Female,Bachelor's,Married,64162,634,Self-employed,0.349600707,High
Male,High School,Widowed,61552,655,Self-employed,0.12026197,Low
Male,Bachelor's,Widowed,29542,627,Self-employed,0.348331914,High
Non-binary,Master's,Widowed,93191,653,Employed,0.231760842,High
Non-binary,Bachelor's,Single,115446,617,Unemployed,0.398021337,High
Male,PhD,Widowed,55844,670,Unemployed,0.408651748,Low
Male,Master's,Divorced,,,Self-employed,0.251147912,Low
Non-binary,High School,Single,93719,,Self-employed,0.229286692,Low
Male,PhD,Married,35324,779,Employed,0.256549973,Low
Non-binary,Master's,Divorced,95877,779,Unemployed,0.118689212,High
Non-binary,Bachelor's,Divorced,,,Unemployed,0.542123507,Low
Male,Bachelor's,Widowed,81690,793,Unemployed,0.176022183,Low
Non-binary,High School,Widowed,59433,670,Self-employed,0.349198261,Low
Male,High School,Widowed,33566,666,Unemployed,0.494238923,Low
Female,High School,Widowed,52527,601,Employed,0.460466954,High
Female,Bachelor's,Divorced,37522,603,Self-employed,0.188404379,Low
Male,Master's,Single,60733,742,Self-employed,0.249456949,Low
Female,Master's,Divorced,36565,782,Employed,0.405815048,High
Male,Master's,Widowed,30687,735,Employed,0.540070726,High
Female,High School,Married,105476,756,Self-employed,0.583070367,Low
Non-binary,High School,Widowed,82245,758,Unemployed,0.313013927,Low
Female,PhD,Widowed,114319,775,Unemployed,0.13647687,High
Male,PhD,Single,108627,759,Self-employed,0.185704295,Low
Non-binary,Master's,Married,26584,671,Self-employed,0.495338276,Low
Male,Bachelor's,Divorced,104166,663,Self-employed,0.362168253,Low
Non-binary,High School,Divorced,,690,Employed,0.145018541,High
Female,Master's,Divorced,102963,760,Employed,0.366329744,Low
Male,Bachelor's,Divorced,81248,697,Unemployed,0.143759406,Low
Non-binary,Master's,Widowed,,734,Self-employed,0.469114814,High
Non-binary,Bachelor's,Single,70711,732,Employed,0.586522221,High
Female,Master's,Widowed,67301,606,Self-employed,0.436407949,High
Female,PhD,Single,,680,Self-employed,0.489453657,High
Male,Bachelor's,Married,,645,Self-employed,0.300161811,Low
Male,Master's,Widowed,71730,752,Employed,0.360322419,Low
Non-binary,Bachelor's,Single,115887,,Unemployed,0.589210537,Low
Female,High School,Married,42499,753,Employed,0.136828544,High
Female,PhD,Widowed,50383,656,Employed,0.385059501,Low
Male,Master's,Married,88273,671,Employed,0.147428773,High
Female,Bachelor's,Widowed,50268,,Employed,0.5776668,Low
Female,Master's,Divorced,48380,,Self-employed,0.444708446,Low
Non-binary,Bachelor's,Divorced,107681,777,Unemployed,0.376530367,Low
Female,High School,Divorced,45465,697,Employed,0.164365556,Low
Non-binary,Master's,Married,92161,751,Employed,0.199952923,High
Male,Bachelor's,Divorced,49485,668,Unemployed,0.442864382,Low
Male,Master's,Single,,,Self-employed,0.50536586,High
Male,Master's,Married,,779,Employed,0.219227494,High
Male,High School,Single,24015,639,Employed,0.325109056,High
Male,Master's,Widowed,20059,657,Employed,0.471863228,Low
Male,Bachelor's,Divorced,37279,797,Unemployed,0.498823955,Low
Non-binary,Bachelor's,Married,87695,686,Unemployed,0.234531276,Low
Non-binary,Master's,Widowed,107856,632,Self-employed,0.132443398,Low
Male,Master's,Divorced,48548,717,Unemployed,0.591444165,Low
Male,High School,Divorced,108731,641,Unemployed,0.174759718,Low
Female,Bachelor's,Widowed,34328,655,Unemployed,0.347515328,High
Male,Bachelor's,Widowed,96970,694,Employed,0.518733937,Low
Non-binary,Bachelor's,Widowed,98412,655,Employed,0.582893411,Low
Male,Bachelor's,Married,44204,731,Employed,0.47008691,High
Male,High School,Single,86169,793,Self-employed,0.188998953,Low
Non-binary,High School,Divorced,,634,Unemployed,0.216674925,Low
Non-binary,PhD,Married,61850,695,Employed,0.385284655,Low
Male,Bachelor's,Married,,,Self-employed,0.183100284,Low
Female,Master's,Married,101924,,Unemployed,0.385966041,Low
Male,Master's,Widowed,94873,740,Self-employed,0.535058094,High
Female,Bachelor's,Divorced,47192,,Self-employed,0.219758172,Low
Female,Master's,Divorced,54052,686,Employed,0.57826153,Low
Female,Master's,Single,35852,752,Unemployed,0.392611893,Low
Male,PhD,Widowed,55607,686,Employed,0.154094538,Low
Male,High School,Divorced,109761,663,Employed,0.200808077,High
Male,Bachelor's,Widowed,71603,,Unemployed,0.176260564,Low
Female,PhD,Divorced,98723,692,Self-employed,0.324238249,High
Male,Bachelor's,Divorced,94916,733,Employed,0.340507247,High
Non-binary,High School,Divorced,116784,757,Employed,0.119672068,Low
Female,PhD,Married,22175,,Unemployed,0.404587304,Low
Non-binary,High School,Divorced,45801,721,Self-employed,0.517120101,Low
Non-binary,Bachelor's,Widowed,20858,608,Employed,0.438090683,Low
Non-binary,PhD,Divorced,,,Self-employed,0.557891253,Low
Male,High School,Married,56660,640,Self-employed,0.229580278,Low
Male,High School,Single,83038,727,Self-employed,0.368668211,Low
Female,High School,Widowed,42231,705,Employed,0.291129849,High
Non-binary,High School,Widowed,68359,,Employed,0.119014591,Low
Male,Master's,Widowed,99401,745,Unemployed,0.193083848,Low
Male,PhD,Widowed,70756,776,Self-employed,0.155990977,High
Female,PhD,Married,,608,Unemployed,0.143773443,Low
Male,Bachelor's,Married,,759,Self-employed,0.216078107,Low
Non-binary,High School,Widowed,,687,Unemployed,0.124210963,High
Female,Master's,Widowed,98040,686,Self-employed,0.261668905,High
Non-binary,High School,Single,63130,611,Employed,0.41778717,Low
Male,High School,Widowed,115881,662,Employed,0.451744783,High
Non-binary,Master's,Married,115190,,Employed,0.237412688,High
Female,High School,Divorced,22082,674,Self-employed,0.370328612,High
Male,PhD,Married,102446,700,Employed,0.263500261,Low
Male,PhD,Widowed,,720,Employed,0.128001224,Low
Non-binary,PhD,Divorced,37580,614,Employed,0.223982135,Low
Female,Bachelor's,Single,59008,,Unemployed,0.365138986,Low
Female,Bachelor's,Single,61538,701,Employed,0.528683174,Low
Non-binary,PhD,Widowed,55885,,Unemployed,0.273586811,Low
Non-binary,Bachelor's,Divorced,100294,622,Employed,0.229925743,Low
Female,Bachelor's,Married,79607,704,Unemployed,0.360887919,Low
Female,Master's,Single,37215,,Unemployed,0.38003234,Low
Female,High School,Divorced,89396,619,Employed,0.492299676,High
Non-binary,Master's,Married,51957,612,Unemployed,0.594924137,Low
Non-binary,PhD,Single,61041,705,Employed,0.124241514,Low
Female,High School,Divorced,78396,619,Self-employed,0.423586041,High
Non-binary,Master's,Divorced,23992,721,Unemployed,0.567077013,Low
Male,PhD,Married,36593,758,Self-employed,0.590827542,Low
Non-binary,PhD,Widowed,53527,757,Employed,0.390610109,High
Male,High School,Married,108096,674,Employed,0.21803103,Low
Non-binary,PhD,Divorced,71337,709,Employed,0.12466493,Low
Male,Master's,Married,39417,791,Self-employed,0.490393294,High
Male,High School,Widowed,117510,669,Self-employed,0.247378349,High
Female,High School,Widowed,79739,755,Unemployed,0.429309632,High
Male,Bachelor's,Single,72196,789,Self-employed,0.207138393,Low
Male,High School,Widowed,22466,773,Unemployed,0.230750863,Low
Non-binary,Bachelor's,Widowed,43640,690,Self-employed,0.505390366,High
Female,Master's,Widowed,28219,645,Self-employed,0.134506824,Low
Male,High School,Widowed,82958,719,Employed,0.105994739,Low
Non-binary,Master's,Divorced,95952,,Self-employed,0.316752779,Low
Non-binary,Master's,Single,88879,,Self-employed,0.412320293,Low
Male,High School,Divorced,50341,676,Employed,0.203661576,High
Non-binary,Bachelor's,Single,107513,603,Self-employed,0.550110656,Low
Non-binary,Master's,Divorced,,799,Employed,0.580115029,Low
Female,Bachelor's,Single,87891,624,Unemployed,0.154523401,High
Male,Master's,Married,34234,601,Unemployed,0.12994794,Low
Male,High School,Single,103385,655,Self-employed,0.34862181,Low
Non-binary,Bachelor's,Divorced,40572,640,Self-employed,0.484491943,High
Non-binary,Master's,Single,44853,759,Self-employed,0.37861375,Low
Non-binary,PhD,Single,,766,Employed,0.202578087,Low
Male,Bachelor's,Single,47491,688,Unemployed,0.566703422,Low
Male,Master's,Divorced,101919,794,Unemployed,0.37003496,High
Female,High School,Divorced,20594,780,Unemployed,0.469202953,Low
Male,Bachelor's,Single,,765,Self-employed,0.155462342,Low
Male,Master's,Married,27066,682,Employed,0.332087883,Low
Male,Master's,Divorced,72092,627,Employed,0.252601635,Low
Female,High School,Widowed,83560,747,Self-employed,0.109863583,Low
Male,High School,Widowed,91257,,Unemployed,0.41154864,Low
Female,PhD,Divorced,,607,Employed,0.467076802,Low
Non-binary,Master's,Divorced,38077,684,Self-employed,0.48855655,Low
Male,High School,Widowed,64621,634,Self-employed,0.537969024,Low
Female,Bachelor's,Divorced,111115,651,Self-employed,0.33914534,Low
Male,PhD,Widowed,58227,627,Employed,0.384808708,Low
Female,Master's,Divorced,66275,699,Self-employed,0.474711747,High
Female,High School,Single,84006,644,Unemployed,0.57806012,Low
Male,Bachelor's,Married,,780,Self-employed,0.361432141,High
Female,Master's,Divorced,109449,784,Unemployed,0.147852193,Low
Non-binary,Bachelor's,Divorced,117435,638,Unemployed,0.24410114,Low
Male,Bachelor's,Married,98342,788,Employed,0.323923675,High
Male,Master's,Married,21304,699,Self-employed,0.310608799,High
Non-binary,Master's,Divorced,76999,779,Self-employed,0.135927086,High
Non-binary,PhD,Married,47892,662,Employed,0.290853932,Low
Female,High School,Divorced,47293,657,Employed,0.20972821,Low
Non-binary,Master's,Divorced,43371,616,Employed,0.179443281,Low
Female,Bachelor's,Widowed,75611,728,Unemployed,0.537970916,High
Male,Master's,Married,117683,713,Self-employed,0.193710514,Low
Female,High School,Widowed,46295,726,Unemployed,0.299850503,High
Female,PhD,Single,115641,722,Self-employed,0.557484016,High
Female,PhD,Single,31116,,Self-employed,0.180865691,High
Male,Bachelor's,Divorced,48451,,Self-employed,0.518341901,Low
Male,PhD,Divorced,32521,738,Self-employed,0.282948654,High
Non-binary,High School,Divorced,,784,Employed,0.54089,Low
Female,Bachelor's,Married,54263,767,Unemployed,0.332077194,High
Male,High School,Single,58059,638,Self-employed,0.472796529,Low
Male,Master's,Married,109288,651,Unemployed,0.33242355,High
Non-binary,High School,Married,40455,755,Employed,0.295486605,Low
Female,High School,Single,41662,612,Unemployed,0.317239081,Low
Male,High School,Married,106538,637,Unemployed,0.296182168,High
Female,High School,Divorced,117393,,Employed,0.379806617,High
Female,Master's,Single,102702,609,Self-employed,0.508962041,Low
Non-binary,PhD,Single,62320,755,Unemployed,0.555972428,Low
Non-binary,High School,Divorced,29752,687,Unemployed,0.421958633,Low
Female,High School,Divorced,,,Unemployed,0.113698379,Low
Male,PhD,Married,62653,782,Unemployed,0.155900302,Low
Female,Master's,Married,80760,760,Self-employed,0.131469674,Low
Male,PhD,Widowed,41283,749,Unemployed,0.534618012,High
Female,Master's,Single,57039,658,Unemployed,0.222570399,High
Female,Master's,Widowed,32588,662,Employed,0.14461024,Low
Non-binary,High School,Single,42253,630,Employed,0.221118167,Low
Male,Master's,Single,,672,Employed,0.173902227,Low
Non-binary,High School,Divorced,23072,,Unemployed,0.576669554,High
Male,High School,Divorced,109606,775,Self-employed,0.404855519,High
Female,High School,Single,75820,774,Unemployed,0.181247662,High
Male,Master's,Divorced,21379,,Unemployed,0.485164041,Low
Female,Bachelor's,Widowed,62294,606,Unemployed,0.317179267,Low
Non-binary,Master's,Widowed,91062,628,Employed,0.12643948,Low
Male,Bachelor's,Single,,759,Employed,0.328441512,Low
Non-binary,Master's,Divorced,107350,,Employed,0.53766267,Low
Female,PhD,Divorced,23185,751,Employed,0.324432064,High
Female,Bachelor's,Single,98104,628,Unemployed,0.331317479,High
Female,Master's,Single,21511,641,Self-employed,0.152119869,High
Non-binary,PhD,Widowed,,680,Self-employed,0.525867706,High
Non-binary,High School,Single,27297,,Self-employed,0.22017804,High
Male,Bachelor's,Divorced,69376,776,Self-employed,0.152601299,Low
Non-binary,Bachelor's,Married,105802,775,Self-employed,0.317243057,Low
Non-binary,High School,Single,94039,642,Unemployed,0.473014178,High
Male,Bachelor's,Widowed,114467,646,Unemployed,0.543865259,Low
Non-binary,PhD,Divorced,82248,,Self-employed,0.59139958,Low
Male,Master's,Single,77557,,Unemployed,0.579319849,High
Male,PhD,Widowed,62103,762,Employed,0.137283452,Low
Male,Bachelor's,Married,101673,652,Employed,0.407692213,Low
Male,Bachelor's,Widowed,55765,607,Unemployed,0.187035291,Low
Male,PhD,Widowed,103824,735,Self-employed,0.119268608,Low
Male,Bachelor's,Widowed,84409,,Unemployed,0.237838452,Low
Male,High School,Married,,779,Unemployed,0.378953175,High
Female,High School,Married,29759,679,Unemployed,0.163766743,Low
Male,Master's,Divorced,53645,660,Self-employed,0.466120552,Low
Female,PhD,Widowed,24959,658,Employed,0.558183983,Low
Male,PhD,Divorced,,624,Unemployed,0.53284917,Low
Male,High School,Widowed,95768,654,Self-employed,0.502764347,High
Non-binary,PhD,Widowed,33225,718,Employed,0.554542559,High
Non-binary,Bachelor's,Married,116220,643,Self-employed,0.596391399,Low
Female,Master's,Single,67679,651,Self-employed,0.109514878,High
Male,High School,Married,64929,759,Self-employed,0.216827849,High
Female,PhD,Married,,,Employed,0.235087468,High
Female,Master's,Married,23743,754,Self-employed,0.123923499,Low
Non-binary,Master's,Single,46866,616,Unemployed,0.584779857,High
Male,High School,Divorced,115014,642,Self-employed,0.201387039,Low
Non-binary,Master's,Widowed,111068,796,Employed,0.248075211,High
Female,Bachelor's,Single,102293,742,Self-employed,0.442229098,High
Female,Bachelor's,Widowed,109907,676,Unemployed,0.317479041,Low
Non-binary,Bachelor's,Single,70354,611,Self-employed,0.547083362,High
Male,Bachelor's,Single,37957,720,Employed,0.268398178,High
Non-binary,Bachelor's,Married,86567,,Employed,0.399594349,Low
Female,PhD,Married,37085,,Employed,0.54076179,High
Non-binary,Bachelor's,Married,91622,791,Employed,0.474804408,Low
Non-binary,Master's,Divorced,,648,Self-employed,0.301724115,Low
Male,High School,Divorced,76831,,Self-employed,0.456994638,Low
Non-binary,High School,Married,71128,672,Employed,0.262883173,High
Male,PhD,Widowed,65678,,Self-employed,0.115938862,High
Female,Bachelor's,Single,69456,,Self-employed,0.196193511,Low
Non-binary,High School,Divorced,61753,786,Unemployed,0.456986604,Low
Female,Bachelor's,Single,69876,645,Unemployed,0.577496268,Low
Male,High School,Single,96868,711,Self-employed,0.305358899,Low
Male,PhD,Divorced,112675,705,Self-employed,0.306627162,Low
Female,Bachelor's,Married,75710,790,Employed,0.458796368,Low
Non-binary,Bachelor's,Single,104269,722,Self-employed,0.323723571,Low
Male,Bachelor's,Widowed,24122,632,Unemployed,0.525827697,High
Female,Bachelor's,Divorced,101540,653,Employed,0.263503509,High
Female,PhD,Widowed,50158,770,Unemployed,0.397390293,High
Male,PhD,Married,52863,704,Unemployed,0.283694227,Low
Female,High School,Divorced,104544,612,Employed,0.353012153,Low
Non-binary,Bachelor's,Married,87546,775,Unemployed,0.529577922,Low
Male,High School,Single,,681,Unemployed,0.454259568,High
Non-binary,Bachelor's,Single,116822,772,Unemployed,0.340696204,Low
Female,High School,Single,70611,648,Employed,0.589538405,High
Male,PhD,Single,47546,757,Employed,0.266256513,High
Male,Master's,Divorced,60462,,Self-employed,0.147035659,Low
Non-binary,PhD,Married,65174,752,Employed,0.252718237,High
Male,Master's,Married,111876,683,Unemployed,0.4854491,Low
Non-binary,Master's,Widowed,23236,701,Unemployed,0.556220544,Low
Non-binary,PhD,Divorced,96034,775,Self-employed,0.528386811,Low
Non-binary,Master's,Married,108421,683,Unemployed,0.160107947,High
Non-binary,Master's,Married,52117,606,Employed,0.327169311,Low
Non-binary,Bachelor's,Divorced,36285,722,Self-employed,0.308256816,High
Male,High School,Widowed,40653,650,Self-employed,0.463834365,Low
Female,PhD,Widowed,99817,782,Self-employed,0.229699055,High
Female,PhD,Single,85298,610,Unemployed,0.366048784,High
Female,Bachelor's,Widowed,,790,Self-employed,0.455381483,High
Male,High School,Married,41414,693,Self-employed,0.517005629,Low
Male,Bachelor's,Married,90112,753,Self-employed,0.327720063,Low
Female,Master's,Single,35565,729,Employed,0.236785107,High
Non-binary,Bachelor's,Widowed,26123,,Unemployed,0.526837817,Low
Male,Bachelor's,Widowed,76360,799,Unemployed,0.560977388,High
Female,Bachelor's,Divorced,108591,,Employed,0.110011133,High
Male,High School,Divorced,64783,635,Unemployed,0.152675119,Low
Female,Bachelor's,Married,27804,,Self-employed,0.155944128,Low
Non-binary,High School,Single,98346,793,Unemployed,0.551953505,High
Male,High School,Married,44406,737,Employed,0.228615243,Low
Female,High School,Single,83867,648,Employed,0.102788647,Low
Female,PhD,Single,,628,Employed,0.283524151,High
Non-binary,Bachelor's,Widowed,77676,669,Unemployed,0.248537111,High
Non-binary,High School,Married,98313,602,Self-employed,0.517467042,Low
Female,Bachelor's,Widowed,79757,694,Unemployed,0.193695255,Low
Non-binary,High School,Divorced,112024,615,Unemployed,0.118543447,Low
Male,Bachelor's,Divorced,81463,722,Employed,0.301330127,High
Female,PhD,Divorced,118123,756,Employed,0.322162202,High
Non-binary,Master's,Widowed,92436,737,Employed,0.515547572,Low
Female,PhD,Divorced,44583,768,Employed,0.433670713,Low
Non-binary,Master's,Single,,,Unemployed,0.171049531,Low
Non-binary,PhD,Widowed,95033,775,Unemployed,0.285541476,Low
Male,Master's,Single,69874,671,Employed,0.387177921,Low
Male,Bachelor's,Widowed,109342,,Employed,0.466827676,Low
Male,PhD,Divorced,50985,,Employed,0.308483931,Low
Non-binary,PhD,Single,72492,624,Unemployed,0.366403574,Low
Male,Bachelor's,Divorced,100570,,Unemployed,0.211483728,Low
Non-binary,PhD,Married,31143,627,Employed,0.445576297,Low
Non-binary,Master's,Divorced,115341,601,Self-employed,0.46187574,Low
Female,Master's,Divorced,,628,Unemployed,0.363869422,Low
Non-binary,Master's,Married,38179,658,Unemployed,0.384675262,Low
Female,PhD,Divorced,67774,779,Unemployed,0.18171663,Low
Male,High School,Married,,608,Employed,0.240255813,Low
Non-binary,High School,Married,90220,712,Self-employed,0.405605002,High
Male,Master's,Married,,609,Unemployed,0.267791414,Low
Male,High School,Married,47484,,Unemployed,0.434128356,Low
Male,Bachelor's,Single,24897,608,Unemployed,0.42489642,Low
Non-binary,PhD,Married,86573,612,Self-employed,0.146113543,High
Female,PhD,Married,115987,711,Self-employed,0.408299746,High
Male,Master's,Single,,709,Self-employed,0.442666998,Low
Non-binary,PhD,Married,31439,725,Unemployed,0.105490934,High
Female,High School,Married,,727,Unemployed,0.477640334,High
Male,Bachelor's,Single,113328,,Unemployed,0.535035821,High
Male,Master's,Married,32122,740,Unemployed,0.360329742,Low
Male,Master's,Divorced,99322,658,Unemployed,0.484960027,Low
Male,PhD,Divorced,33049,618,Employed,0.498488285,Low
Non-binary,Master's,Married,50743,633,Unemployed,0.282021473,High
Female,Bachelor's,Single,37400,715,Employed,0.553079044,Low
Non-binary,High School,Single,111685,672,Unemployed,0.254005123,Low
Male,High School,Married,114817,620,Self-employed,0.253159508,Low
Non-binary,PhD,Married,22002,,Unemployed,0.570429101,High
Male,Bachelor's,Widowed,33499,,Unemployed,0.550304912,High
Male,High School,Married,,616,Unemployed,0.306600729,High
Male,Bachelor's,Married,94460,764,Employed,0.381589324,Low
Male,Master's,Married,78817,772,Employed,0.577116784,Low
Male,Master's,Widowed,90288,,Employed,0.338111926,High
Non-binary,High School,Widowed,78824,768,Self-employed,0.565798437,High
Non-binary,Bachelor's,Divorced,39579,602,Employed,0.266490951,High
Non-binary,Bachelor's,Widowed,40872,676,Self-employed,0.386006219,High
Male,PhD,Divorced,,738,Unemployed,0.540951665,High
Non-binary,High School,Divorced,48087,758,Self-employed,0.296149131,High
Male,Bachelor's,Widowed,20183,677,Self-employed,0.515427596,Low
Non-binary,Bachelor's,Single,71222,614,Unemployed,0.122746598,Low
Male,High School,Married,76141,774,Self-employed,0.273180618,Low
Non-binary,Bachelor's,Single,86558,768,Employed,0.482779731,Low
Female,PhD,Married,37676,692,Employed,0.254101165,Low
Female,High School,Widowed,105825,660,Employed,0.181218475,Low
Male,High School,Divorced,48688,778,Employed,0.489742118,Low
Non-binary,PhD,Divorced,97937,,Employed,0.313287026,Low
Non-binary,PhD,Single,34800,752,Unemployed,0.418548841,High
Male,Bachelor's,Single,95969,783,Unemployed,0.567725332,High
Female,PhD,Divorced,118262,692,Self-employed,0.204913106,Low
Male,Master's,Married,,763,Unemployed,0.146599737,Low
Female,Bachelor's,Divorced,89152,710,Self-employed,0.266576592,High
Non-binary,Master's,Widowed,105890,614,Self-employed,0.51785881,High
Female,High School,Married,,618,Employed,0.140715884,Low
Non-binary,Bachelor's,Widowed,,781,Employed,0.459379219,Low
Male,Master's,Widowed,59605,732,Employed,0.481917746,Low
Female,High School,Widowed,105203,,Unemployed,0.349874094,Low
Female,High School,Widowed,,,Self-employed,0.524199699,High
Non-binary,Master's,Widowed,50856,669,Employed,0.411538109,Low
Male,High School,Widowed,,610,Self-employed,0.409406246,High
Male,Bachelor's,Divorced,62348,612,Unemployed,0.484863652,Low
Male,PhD,Single,58822,782,Unemployed,0.219724526,High
Non-binary,Bachelor's,Married,30296,654,Employed,0.247467618,High
Female,Master's,Single,30683,749,Self-employed,0.360290256,High
Male,Bachelor's,Married,60517,609,Unemployed,0.50054918,High
Female,Master's,Single,80308,714,Employed,0.484291792,Low
Non-binary,PhD,Single,81383,670,Employed,0.376949802,High
Non-binary,Bachelor's,Married,76153,663,Unemployed,0.242833683,High
Non-binary,Master's,Divorced,48325,655,Self-employed,0.133863164,High
Female,Master's,Widowed,117392,737,Self-employed,0.383610046,Low
Female,PhD,Single,94418,695,Self-employed,0.179903954,Low
Male,Master's,Single,86358,789,Unemployed,0.266003518,High
Male,Master's,Divorced,92158,605,Self-employed,0.38158811,Low
Female,PhD,Married,,617,Self-employed,0.44745446,Low
Female,Master's,Widowed,27038,,Unemployed,0.186118644,Low
Non-binary,High School,Widowed,119605,660,Unemployed,0.542173132,Low
Non-binary,Master's,Widowed,117275,734,Unemployed,0.136014953,Low
Female,PhD,Widowed,43652,631,Self-employed,0.536027606,High
Female,Master's,Widowed,54307,706,Unemployed,0.300988877,High
Female,PhD,Married,43795,694,Unemployed,0.194287596,Low
Non-binary,PhD,Widowed,93410,727,Self-employed,0.114085674,Low
Non-binary,Bachelor's,Widowed,49022,,Unemployed,0.504647014,Low
Male,Bachelor's,Single,106850,624,Employed,0.280383146,Low
Male,PhD,Divorced,99925,655,Employed,0.341812487,High
Female,High School,Married,102797,680,Unemployed,0.259823936,High
Female,Bachelor's,Married,51335,616,Employed,0.407885829,Low
Non-binary,Master's,Married,36375,730,Self-employed,0.581087962,Low
Male,High School,Widowed,,687,Unemployed,0.188260977,Low
Male,Master's,Single,36277,751,Unemployed,0.146715495,Low
Male,High School,Single,50030,605,Unemployed,0.268342513,Low
Male,Bachelor's,Married,40545,611,Employed,0.21500464,Low
Female,PhD,Married,103481,,Self-employed,0.257544539,Low
Male,Bachelor's,Divorced,56827,710,Self-employed,0.158157825,High
Female,Bachelor's,Widowed,29176,,Unemployed,0.373836424,High
Female,Bachelor's,Single,45545,749,Unemployed,0.30881347,High
Male,Master's,Married,29835,685,Self-employed,0.57208391,Low
Non-binary,Master's,Divorced,55939,772,Unemployed,0.507871337,Low
Non-binary,Bachelor's,Divorced,56994,722,Unemployed,0.197242088,High
Female,Bachelor's,Single,,697,Unemployed,0.586681026,Low
Male,PhD,Married,,647,Unemployed,0.133659983,Low
Female,Master's,Divorced,113049,,Unemployed,0.375343992,High
